rest_type,rest_name,rest_score,rest_votes,rest_reviews,rest_cuisine,rest_zone,rest_addressrest_cost,rest_timings,rest_featured_in,rest_call
['Casual Dining'],['Punjab Grill'],['4.3'],['1463 votes'],['952 reviews'],"['North Indian', 'Mughlai']","['Palladium Mall, Lower Parel']","['3rd Floor, Palladium Mall, Senapati Bapat Marg, Lower Parel, Mumbai']","['\xe2\x82\xb91,700']",['12 Noon to 11:45 PM (Mon-Sun)'],['empty'],"['+91 8454079969, 022 43473980']"
['Casual Dining'],['Cafe Mangii'],['3.9'],['1663 votes'],['846 reviews'],"['Continental', 'Pizza', 'Italian', 'Burger', 'Salad', 'Healthy Food']",['Powai'],"['3, Transocean House, Hiranandani Business Park, Powai, Mumbai']","['\xe2\x82\xb91,500']",['11:30 AM to 1 AM (Mon-Sun)'],['Gourmet pizza'],"['022 25705139, 022 25705138']"
['Casual Dining'],['5 Spice'],['3.9'],['1803 votes'],['992 reviews'],"['Chinese', 'Desserts']",['Sakinaka'],"['Mithi Nadi, Sakinaka, Mumbai Andheri East']","['\xe2\x82\xb91,100']","['12 Noon to 3 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],['022 33126747']
['Lounge'],['TRE'],['4.2'],['46 votes'],['45 reviews'],"['Continental', 'American']",['Lower Parel'],"['25, Raghuvanshi Mills Compound, SB Road, Lower Parel, Mumbai']","['\xe2\x82\xb92,000']",['7 PM to 1:30 AM (Mon-Sun)'],"['Newly opened', 'Trending this week']",['022 33956260']
"['Pub', ',', 'Casual Dining']",['The Good Wife'],['3.9'],['1250 votes'],['681 reviews'],['Italian'],['Bandra Kurla Complex'],"['Ground Floor, The Capital, G Block, Behind ICICI Bank Building, Bandra Kurla Complex, Mumbai']","['\xe2\x82\xb91,400']",['12 Noon to 1:30 AM (Mon-Sun)'],['empty'],"['022 40109433, 022 40039433']"
['Casual Dining'],['Barbeque Nation'],['4.2'],['3168 votes'],['1358 reviews'],"['Chinese', 'North Indian', 'Mediterranean', 'Continental']",['Veera Desai Area'],"['Ground Floor, Dreams Square, Daliya Estate, Off Link Road, Near Fun Republic Mall, Veera Desai Area']","['\xe2\x82\xb91,600']","['12 Noon to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],['18001086060']
"['Casual Dining', ',', 'Bar']",['The Fatty Bao'],['4.3'],['1164 votes'],['793 reviews'],"['Sushi', 'Asian']","['Linking Road, Bandra West']","['Ground Floor, Summerville, Junction of 14th and 33rd Road, Linking Road, Bandra West']","['\xe2\x82\xb92,000']","['12 Noon to 3:30 PM, 7 PM to 1 AM (Mon-Sun)']","[""Valentine's Day Specials"", 'Book a table online on Zomato', 'Pan-Asian delicacies', 'Super sushi']",['022 33716006']
['Fine Dining'],['JW Caf\xc3\xa9 - JW Marriott Mumbai Sahar'],['4.9'],['495 votes'],['326 reviews'],"['Continental', 'Desserts', 'Italian', 'North Indian', 'Japanese', 'Thai']","['JW Marriott Mumbai Sahar, Chakala']","['JW Marriott Mumbai Sahar, IA Project Road, Chhatrapati Shivaji International Airport, Mumbai Sahar, Chakala, Mumbai']","['\xe2\x82\xb94,000']",['24 Hours (Mon-Sun)'],['Sunday brunches'],['022 33956232']
"['Pub', ',', 'Casual Dining']",['TAP Resto Bar'],['3.9'],['1662 votes'],['972 reviews'],"['North Indian', 'Chinese', 'Italian', 'Mexican']","['Andheri Lokhandwala, Andheri West']","['Royal Plaza, New Link Road, Andheri Lokhandwala, Andheri West']","['\xe2\x82\xb91,400']",['12 Noon to 1:30 AM (Mon-Sun)'],['empty'],['022 33716069']
['Casual Dining'],['1441 Pizzeria'],['4.5'],['470 votes'],['395 reviews'],"['Pizza', 'Salad']",['Fort'],"['Ground Floor, 5,  58/64,  Hari Chambers, S B Road, Fort, Mumbai']","['\xe2\x82\xb91,100']",['11 AM to 11 PM (Mon-Sun)'],['Gourmet pizza'],['022 33126017']
['Casual Dining'],['Kofuku'],['4.3'],['1061 votes'],['490 reviews'],['Japanese'],"['Linking Road, Bandra West']","['6th Floor, Suburbia Mall, Linking Road, Bandra West, Mumbai']","['\xe2\x82\xb92,000']","['12 Noon to 3 PM, 6 PM to 11:45 PM (Mon-Sun)']",['Super sushi'],['022 30151018']
['Quick Bites'],['Lucky Restaurant'],['3.6'],['1682 votes'],['903 reviews'],"['Biryani', 'North Indian', 'Mughlai', 'Chinese', 'Seafood']","['Hill Road, Bandra West']","['Junction Of SV Road & Hill Road, Hill Road, Bandra West']",['\xe2\x82\xb9750'],['9 AM to 1 AM (Mon-Sun)'],['T&C'],"['022 26442973, 022 26516019']"
['Casual Dining'],['Cafe Zoe'],['4.2'],['2516 votes'],['1197 reviews'],"['European', 'Italian', 'Burger', 'Salad', 'Healthy Food']",['Lower Parel'],"['Mathuradas Mills Compound, NM Joshi Marg, Lower Parel, Mumbai']","['\xe2\x82\xb92,000']",['7:30 AM to 1:30 AM (Mon-Sun)'],"['Kickass burgers', 'European & Mediterranean']","['022 24902066, +91 9833231444']"
"['Pub', ',', 'Casual Dining']",['British Brewing Company'],['4.1'],['835 votes'],['596 reviews'],"['Continental', 'Burger', 'Desserts', 'British', 'Italian', 'Pizza', 'Salad', 'European']","['Palladium Mall, Lower Parel']","['P4- P5, 4th Floor, Palladium, High Street Phoenix, Lower Parel, Mumbai']","['\xe2\x82\xb91,600']",['12 Noon to 12:30 AM (Mon-Sun)'],['Beer in a bar'],['022 33126821']
['Casual Dining'],['Penthouzz'],['3.7'],['301 votes'],['262 reviews'],"['Chinese', 'Continental', 'Italian', 'North Indian']",['Kandivali East'],"['4th Floor, V Mall, Thakur Complex, Asha Nagar, Kandivali East, Mumbai']","['\xe2\x82\xb91,200']",['12 Noon to 1:30 AM (Mon-Sun)'],['empty'],"['+91 9987481620, +91 9004476663']"
['Bar'],['The English Department Bar & Diner'],['3.9'],['46 votes'],['47 reviews'],"['Italian', 'Continental', 'Mexican', 'Japanese', 'American', 'British']","['Linking Road, Bandra West']","['Level 2, Kenilworth Shopping Arcade, Linking Road, Bandra West Bandra West Linking Road, Linking Road']","['\xe2\x82\xb91,500']",['12 Noon to 12:30 AM (Mon-Sun)'],['Trending this week'],['022 33956271']
['Casual Dining'],['Persian Darbar'],['3.8'],['1723 votes'],['947 reviews'],"['Mughlai', 'North Indian', 'Chinese', 'Biryani']",['Byculla'],"['5, Alexandra Terrace, Dr BA Road, Near Gloria Church, Rani Baug, Byculla East, Byculla, Mumbai']",['\xe2\x82\xb9800'],['9 AM to 3 AM (Mon-Sun)'],"['Late night restaurants', 'Value for money', 'Brilliant biryanis']",['022 30151060']
"['Pub', ',', 'Bar']",['Doolally Taproom'],['4.4'],['780 votes'],['539 reviews'],"['Finger Food', 'North Indian']",['Veera Desai Area'],"['C18-21, Dalia Industrial Estate,Near Fun Republic, Off New Link Road, Veera Desai Area, Mumbai']","['\xe2\x82\xb91,800']",['7 AM to 1 AM (Mon-Sun)'],['empty'],['+91 9967102143']
['Casual Dining'],['Desiklub'],['3.7'],['478 votes'],['339 reviews'],['Street Food'],['Nariman Point'],"['Maker Chamber 5, Jamanala Bajaj Road, Nariman Point, Mumbai']",['\xe2\x82\xb9800'],['12 Noon to 11:30 PM (Mon-Sun)'],['empty'],['022 22833558']
['Casual Dining'],['1441 Pizzeria'],['4.5'],['783 votes'],['624 reviews'],"['Pizza', 'Salad']","['Andheri Lokhandwala, Andheri West']","['19/20, Samartha Vaibhav, Below Sykz Gym, Andheri Lokhandwala, Andheri West']","['\xe2\x82\xb91,100']",['11 AM to 11 PM (Mon-Sun)'],['Gourmet pizza'],"['+91 9167891441, 022 26395913']"
"['Bar', ',', 'Casual Dining']",['The Barking Deer Brewpub'],['3.9'],['2024 votes'],['936 reviews'],"['Finger Food', 'American', 'Italian']",['Lower Parel'],"['Mathuradas Mill Compound, Senapati Bapat Marg, Lower Parel, Mumbai']","['\xe2\x82\xb91,700']",['11:30 AM to 12:30 AM (Mon-Sun)'],"['Kickass burgers', 'Beer in a bar']",['022 39966001']
['Casual Dining'],['RISO'],['4.1'],['1063 votes'],['611 reviews'],"['Italian', 'Mexican']",['Lower Parel'],"['Gala 1, Janta Industrial Estate, Opposite High Street Phoenix Mall, SB Road, Lower Parel, Mumbai']","['\xe2\x82\xb91,400']",['11:30 AM to 11:30 PM (Mon-Sun)'],['Veggie friendly'],['022 33126956']
"['Pub', ',', 'Casual Dining']",['Hard Rock Cafe'],['4.3'],['2675 votes'],['1018 reviews'],"['American', 'Continental', 'Italian']",['Worli'],"['Wadia International Center, Bombay Dyeing, Pandhurang Budhkar Marg, Worli, Mumbai']","['\xe2\x82\xb92,500']",['12 Noon to 1 AM (Mon-Sun)'],['Kickass burgers'],['022 30151554']
['Casual Dining'],['Five Fat Monks'],['3.6'],['1683 votes'],['1057 reviews'],"['Asian', 'Chinese']","['Linking Road, Bandra West']","['Shop 2, Ground Floor, The New Kamal Society, Near National College, Waterfield Road, Linking Road, Bandra West']",['\xe2\x82\xb9650'],['12 Noon to 12:30 AM (Mon-Sun)'],"['Value for money', 'Pan-Asian delicacies']",['022 33126946']
['Pub'],['Doolally Taproom'],['4.5'],['1278 votes'],['770 reviews'],"['Finger Food', 'North Indian']","['Reclamation, Bandra West']","['Shop No. 5/6, Geleki, ONGC Colony, Reclamation, Bandra West']","['\xe2\x82\xb91,800']",['7 AM to 1 AM (Mon-Sun)'],['Beer in a bar'],['+91 8291334248']
['Fine Dining'],['Gallops'],['4.5'],['1058 votes'],['577 reviews'],"['North Indian', 'Continental', 'Seafood']",['Mahalaxmi'],"['Mahalaxmi Race Course, Mahalaxmi, Mumbai']","['\xe2\x82\xb92,500']",['12 Noon to 12 Midnight (Mon-Sun)'],"['Romantic', 'Legendary outlets', 'Hidden gems', 'Book a table online on Zomato']",['022 30151130']
['Casual Dining'],['Bagdadi'],['3.9'],['2060 votes'],['1080 reviews'],"['North Indian', 'Mughlai', 'Chinese']",['Colaba'],"['11, Tulloch Road, Behind Taj Mahal Hotel, Colaba, Mumbai']",['\xe2\x82\xb9400'],['12 Noon to 12:30 AM (Mon-Sun)'],['Legendary outlets'],['022 22028027']
"['Casual Dining', ',', 'Bakery']",['Jimmy Boy'],['4.1'],['1010 votes'],['579 reviews'],"['Parsi', 'North Indian', 'Fast Food']",['Fort'],"['Vikas Building, 11 Bank Street, Off Horniman Circle, Lane opposite cheetah gate, Fort, Mumbai']",['\xe2\x82\xb9800'],"['11 AM to 11 PM (Mon-Sat),11:30 AM to 4 PM, 7 PM to...']","['Legendary outlets', u'Irani caf\xe9s']","['022 22662503, 022 22700880']"
"['Casual Dining', ',', 'Bar']",['Red Olives'],['3.7'],['1155 votes'],['624 reviews'],"['Italian', 'North Indian', 'Chinese', 'Thai', 'Seafood']",['Powai'],"[""G19, Ventura Building,Next to Axis Bank, Opp Domino's, Hiranandani Gardens, Powai, Mumbai""]","['\xe2\x82\xb91,600']","['12 Noon to 3:30 PM, 6:30 PM to 11:30 PM (Mon-Sun)']",['Great buffets'],['022 30150890']
['Casual Dining'],['Rustico'],['3.5'],['609 votes'],['509 reviews'],"['North Indian', 'Chinese', 'Continental']",['Fort'],"['Ground Floor, 1 Khatau building, 48 Bank Street,  Opposite Old Custom House, Fort, Mumbai']","['\xe2\x82\xb91,500']",['9 AM to 1:30 AM (Mon-Sun)'],"['Sheesha lounges', 'Veggie friendly']",['022 33126134']
['Casual Dining'],['Persian Darbar'],['3.9'],['1389 votes'],['831 reviews'],"['Biryani', 'North Indian', 'Chinese', 'Persian', 'Mughlai']",['Marol'],"['Shop 101 - 102, Noori Baug, Andheri Kurla Road, Marol Naka, Marol, Mumbai']","['\xe2\x82\xb91,300']",['10 AM to 2 AM (Mon-Sun)'],"['Brilliant biryanis', 'Kebab places']","['+91 8080808694, 022 29250033']"
['Casual Dining'],['Bombay Salad Co.'],['4.5'],['1105 votes'],['708 reviews'],"['Healthy Food', 'Beverages']","['Linking Road, Bandra West']","['Shop 1,16th Road, Linking Road, Bandra West']",['\xe2\x82\xb9900'],['12 Noon to 10:30 PM (Mon-Sun)'],['empty'],['022 26000270']
['Casual Dining'],['Mamagoto'],['4.3'],['1842 votes'],['993 reviews'],"['Asian', 'Thai', 'Chinese']","['Hill Road, Bandra West']","['133, Ground Floor, Gazebo House, Hill Road, Bandra West Bandra West Bandra West Hill Road, Hill Road, Hill Road, Hill Road, Bandra West']","['\xe2\x82\xb91,500']",['12:30 PM to 11:30 PM (Mon-Sun)'],['Pan-Asian delicacies'],['022 33999610']
['Casual Dining'],['90 Ft Above'],['3.7'],['980 votes'],['705 reviews'],"['North Indian', 'Italian']",['Borivali West'],"['The Rooftop, Vini Elegance, Above Tanishq Showroom, L.T Road, Borivali West, Mumbai']","['\xe2\x82\xb91,200']","['12 Noon to 3:30 PM, 7 PM to 12 Midnight (Mon-Sun)']","['', '']",['022 30151769']
['Casual Dining'],['Pritam Da Dhaba'],['3.7'],['831 votes'],['453 reviews'],"['North Indian', 'Mughlai']",['Dadar East'],"['Hotel Midtown Pritam, Pritam Estates, Dadar East, Mumbai']","['\xe2\x82\xb91,200']",['11 AM to 1 AM (Mon-Sun)'],['empty'],"['022 24143311, 022 24143817']"
['Casual Dining'],['Vedge'],['3.7'],['843 votes'],['519 reviews'],"['Thai', 'Chinese', 'North Indian', 'Mexican', 'Italian', 'Asian']","['Fun Republic Mall, Veera Desai Area']","['Ground Floor, Fun Republic Mall, New Link Road, Veera Desai Area, Mumbai']","['\xe2\x82\xb91,000']","['11:30 AM to 11:30 PM (Mon-Fri),11:30 AM to 11:45 PM...']","['Veggie friendly', 'Insta-worthy']","['022 61668906, +91 8879280678']"
['Casual Dining'],['Quesso Ristorante'],['4.3'],['1709 votes'],['858 reviews'],"['Continental', 'Mexican', 'Mediterranean', 'Desserts', 'Italian', 'Pizza', 'Lebanese', 'Thai']","['Oshiwara, Andheri West']","['93-96, Link Plaza Commercial Premises, Above Shreejee Veg Wonder, Link Road Extension, Oshiwara, Andheri West']","['\xe2\x82\xb91,600']",['12 Noon to 12:30 AM (Mon-Sun)'],"['All-day dining', 'Veggie friendly']",['022 33126990']
['Casual Dining'],['Sigree Global Grill'],['3.9'],['1567 votes'],['826 reviews'],"['North Indian', 'Turkish', 'Lebanese', 'Greek']",['Malad West'],"['8t\n\n\n\n\n\nh Floor, Palm Spring Centre, Above Croma Store, Link Road, Malad West, Mumbai']","['\xe2\x82\xb91,900']","['12:30 PM to 3:30 PM, 7 PM to 11:30 PM (Mon-Thu),12...']",['ICICI Bank Culinary Treats'],"['022 28818844, 022 28894524']"
['Casual Dining'],['China 1'],['3.8'],['559 votes'],['351 reviews'],"['Chinese', 'Thai', 'Asian', 'Seafood']",['Bandra Kurla Complex'],"['C-70, Ground Floor, The Capital, Bandra Kurla Complex, Mumbai']","['\xe2\x82\xb91,800']",['12 Noon to 12 Midnight (Mon-Sun)'],['ICICI Bank Culinary Treats'],"['022 67381111, 022 67381199']"
['Casual Dining'],['Smoke House Deli'],['4.2'],['980 votes'],['596 reviews'],"['European', 'Italian']","['First International Financial Centre, Bandra Kurla Complex']","['3A, Ground Floor, First International Financial Centre, Bandra Kurla Complex, Mumbai']","['\xe2\x82\xb92,000']",['8 AM to 12:30 AM (Mon-Sun)'],"['Kickass burgers', 'All-day dining']","['022 26530762, 022 26530764']"
['Quick Bites'],['Aaswad'],['4.3'],['1323 votes'],['784 reviews'],"['Maharashtrian', 'South Indian', 'Street Food', 'Desserts', 'Mithai']",['Dadar Shivaji Park'],"['LJ Road, Shivaji Park, Gadkari Chowk, Dadar Shivaji Park, Mumbai']",['\xe2\x82\xb9200'],"['Closed (Mon),10 AM to 10:30 PM (Tue-Sun)']",['empty'],"['022 24451871, 022 24451876']"
['Casual Dining'],['PizzaExpress'],['4.0'],['1029 votes'],['637 reviews'],"['Italian', 'Pizza']","['Viviana Mall, Majiwada, Thane West']","['2nd Floor, Viviana Mall, Eastern Express Highway, Near Jupiter Hospital, Majiwada, Thane West']","['\xe2\x82\xb92,000']","['11 AM to 10:45 PM (Mon, Tue, Wed, Thu, Sun), 11 AM...']",['Gourmet pizza'],"['022 61701501, 022 61701502']"
"['Casual Dining', ',', 'Bar']",['Dishkiyaaon'],['3.7'],['580 votes'],['473 reviews'],"['North Indian', 'Continental']",['Bandra Kurla Complex'],"['Ground Floor, The Capital Building, G Block, Bandra Kurla Complex, Mumbai']","['\xe2\x82\xb91,200']",['12 Noon to 1 AM (Mon-Sun)'],"['All-day dining', 'Insta-worthy']",['022 30151608']
['Casual Dining'],['Salt Water Cafe'],['4.3'],['2212 votes'],['1084 reviews'],"['European', 'Italian']","['Reclamation, Bandra West']","['87 Chapel Road, Next to Mount Carmel Church, Reclamation, Bandra West']","['\xe2\x82\xb91,600']",['9 AM to 1 AM (Mon-Sun)'],['European & Mediterranean'],"['022 26434441, +91 8767010520']"
"['Casual Dining', ',', 'Bar']",['Cafe Infinito'],['3.9'],['1163 votes'],['691 reviews'],"['Continental', 'Mediterranean', 'Desserts', 'Italian', 'European']",['Bandra Kurla Complex'],"['G Block, Raheja Tower, Bandra Kurla Complex, Mumbai Bandra Kurla Complex']","['\xe2\x82\xb91,300']",['12 Noon to 1 AM (Mon-Sun)'],['European & Mediterranean'],['022 67356151']
['Casual Dining'],['Persian Darbar'],['3.9'],['1181 votes'],['633 reviews'],"['Biryani', 'North Indian', 'Chinese', 'Persian', 'Mughlai']","['Linking Road, Bandra West']","['Moray Mahal, Linking Road, Bandra West']","['\xe2\x82\xb91,300']",['11:30 AM to 1 AM (Mon-Sun)'],"['Legendary outlets', 'Brilliant biryanis', 'Kebab places']","['+91 8080808694, 022 26401326']"
['Casual Dining'],['Status Veg Restaurant'],['4.0'],['1551 votes'],['784 reviews'],"['North Indian', 'South Indian', 'Street Food']",['Nariman Point'],"['208, Regent Chambers, Nariman Point, Mumbai']",['\xe2\x82\xb9800'],['11:30 AM to 11 PM (Mon-Sun)'],['Value for money'],"['022 40318727, 022 40318722']"
['Casual Dining'],['IMBISS'],['4.4'],['2782 votes'],['1382 reviews'],"['German', 'European', 'Continental', 'Burger']","['Hill Road, Bandra West']","['14, Ben O Lil Haven, Waroda Road, Off Hill Road, Hill Road, Bandra West']",['\xe2\x82\xb9800'],"['Closed (Mon),11:30 AM to 3 PM, 6:30 PM to 11 PM...']",['Value for money'],['+91 8454946413']
['Casual Dining'],['Pizza Hut'],['3.5'],['1131 votes'],['993 reviews'],"['Pizza', 'Fast Food']",['Kandivali West'],"['G3, F2, Profit Centre, 120 Feet Road, Borsapada, Mahaveer Nagar, Kandivali West, Mumbai']",['\xe2\x82\xb9750'],['10 AM to 11 PM (Mon-Sun)'],['T&C'],['022 33716063']
['Casual Dining'],['Ovenfresh'],['4.2'],['2581 votes'],['1232 reviews'],"['Italian', 'Mexican', 'Mediterranean', 'Desserts']",['Dadar Shivaji Park'],"['Kiran Building, Ranade Road, Dadar Shivaji Park, Mumbai']","['\xe2\x82\xb91,200']",['10 AM to 11 PM (Mon-Sun)'],['Veggie friendly'],"['022 67600000, 022 24461201']"
"['Bar', ',', 'Casual Dining']",['Light House Cafe'],['3.7'],['939 votes'],['601 reviews'],"['Continental', 'Thai', 'Italian', 'Mexican', 'Mediterranean']",['Khar'],"['3rd Road, Khar West, Khar, Mumbai']","['\xe2\x82\xb91,450']",['12:30 PM to 1 AM (Mon-Sun)'],"['Kickass burgers', 'Happy hours', 'Beer in a bar']",['022 33126717']
['Caf\xc3\xa9'],['Bistro 1'],['4.0'],['707 votes'],['446 reviews'],"['Cafe', 'European', 'Burger', 'Salad']","['Andheri Lokhandwala, Andheri West']","['6 &  7, Mayfair Building, Oberoi Complex, Near Lakshmi Industrial Estate, Behind Citi Mall, Andheri Lokhandwala, Andheri West']",['\xe2\x82\xb9650'],['9 AM to 12 Midnight (Mon-Sun)'],['Great coffee'],['022 33715968']
['Caf\xc3\xa9'],['Kettle & Keg'],['4.5'],['67 votes'],['67 reviews'],"['Cafe', 'American', 'European', 'Desserts', 'Bakery', 'Charcoal Grill', 'Continental', 'Italian']",['Khar'],"['Shop 1, Celeste Building, Plot 470, Kinchin CHS, 14th Road, Khar, Mumbai']","['\xe2\x82\xb91,200']",['9 AM to 12 Midnight (Mon-Sun)'],"['Newly opened', 'Trending this week']",['022 61344824']
['Casual Dining'],['Sammy Sosa'],['4.5'],['2133 votes'],['1197 reviews'],"['Mexican', 'Italian', 'Continental', 'Salad', 'Healthy Food']","['Oshiwara, Andheri West']","['Shop 18, Meera CHS, Near Mega Mall, Oshiwara Link Road, Oshiwara, Andheri West']","['\xe2\x82\xb91,700']",['12 Noon to 12 Midnight (Mon-Sun)'],"['All-day dining', 'Book a table online on Zomato', 'Beer in a bar']",['022 30151688']
"['Pub', ',', 'Casual Dining']",['Hard Rock Cafe'],['4.3'],['1663 votes'],['848 reviews'],"['American', 'Continental', 'Italian']",['Veera Desai Area'],"['Sharyans Audeus, Ground Floor, Opposite Yashraj Studios, Veera Desai Area']","['\xe2\x82\xb92,500']",['12 Noon to 1 AM (Mon-Sun)'],['Kickass burgers'],['022 33956238']
['Pub'],['The Irish House'],['3.9'],['889 votes'],['550 reviews'],"['European', 'American']","['Inorbit Mall, Malad West']","['2nd Floor, Inorbit Mall, Link Road, Malad West, Mumbai']","['\xe2\x82\xb91,900']",['12 Noon to 1 AM (Mon-Sun)'],['Kickass burgers'],"['022 66919999, +91 8879773390']"
['Lounge'],['Hoppipola'],['3.6'],['1514 votes'],['916 reviews'],"['Continental', 'Mediterranean']","['Galleria Shopping Centre, Powai']","['136 & 138 A, Galleria Shopping Centre, Hiranandani Gardens, Powai, Mumbai']","['\xe2\x82\xb91,500']","['5 PM to 11 PM (Mon),12 Noon to 1 AM (Tue-Sun)']",['empty'],['022 30151559']
['Casual Dining'],['Khiva'],['4.4'],['589 votes'],['414 reviews'],"['North Indian', 'Mughlai']",['Kurla'],"['F-32, First Floor, Phoenix Market City, LBS Marg, Kurla, Mumbai']","['\xe2\x82\xb91,100']","['12 Noon to 3:30 PM, 7 PM to 12 Midnight (Mon-Sun)']","['Brilliant biryanis', 'Kebab places']",['022 30151892']
['Casual Dining'],['Britannia & Company Restaurant'],['4.2'],['2005 votes'],['1025 reviews'],['Parsi'],['Fort'],"['Wakefield House, 11 Sprott Road, 16 Ballard Estate, Fort, Mumbai']","['\xe2\x82\xb91,200']","['11:30 AM to 4 PM (Mon-Sat),Closed (Sun)']","['Legendary outlets', u'Irani caf\xe9s']","['022 22615264, 022 30225264']"
['Casual Dining'],['Borivali Biryani Centre'],['2.7'],['953 votes'],['540 reviews'],"['North Indian', 'Mughlai', 'Biryani']",['Borivali West'],"['25-28, Aditya Apartment, Shimpoli, Chikuwadi, Borivali West, Mumbai']",['\xe2\x82\xb9750'],"['12 Noon to 3:30 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 28332722, +91 9969378424']"
['Casual Dining'],['Elco'],['3.6'],['1288 votes'],['720 reviews'],"['Street Food', 'Chinese', 'South Indian', 'Juices']","['Hill Road, Bandra West']","['2/A, Elco Market, 46 Hill Road, Bandra West, Mumbai']",['\xe2\x82\xb9450'],['9:30 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 65157171, 022 26437206']"
['Casual Dining'],['Kasbah Grand'],['3.7'],['571 votes'],['411 reviews'],"['North Indian', 'Mughlai', 'Chinese', 'Thai']",['Goregaon West'],"['Top Floor, Chandiwala Arcade, Opposite Bangur Nagar, Goregoan Link Road, Goregaon West, Mumbai']","['\xe2\x82\xb91,400']",['12:30 PM to 4 AM (Mon-Sun)'],"['Late night restaurants', 'Rooftops', 'Sheesha lounges']",['022 33715931']
